125.6088 235.2711 125.9603 1
30.2112 33.5142 170.6563 1
134.3466 122.2325 171.7316 1
138.6478 206.2040 140.9872 1
198.5349 88.1605 167.6607 1
76.7872 23.3298 4.7791 1
8.5527 89.2937 152.7936 1
72.7293 126.2659 188.5560 1
148.0221 91.7016 175.3300 1
158.8814 8.9865 92.4747 1
170.3806 136.1200 155.9772 1
175.8802 247.3001 130.4501 1
189.3658 135.4639 30.4157 1
132.6894 179.6795 237.7296 1
121.0399 84.7777 35.2588 1
199.0126 78.9992 97.6397 1
112.1504 194.3054 242.9926 1
183.5947 227.7411 96.9895 1
9.2053 161.0586 60.6754 1
65.8237 18.8296 58.2768 1
189.9629 146.8579 49.9706 1
155.5686 3.4669 60.8102 1
172.6024 85.9128 14.8747 1
220.2648 223.8074 11.1269 1
174.6865 238.5355 150.1370 1
68.9607 189.3127 69.1495 1
158.1191 166.4363 2.2268 1
113.7646 236.4725 35.6968 1
214.2335 152.3136 232.0804 1
193.9515 125.7465 97.6697 1
209.0018 31.2987 177.8663 1
175.3233 110.9279 225.1642 1
135.8694 95.3386 49.1790 1
198.1371 88.3854 228.1147 1
15.9083 118.0855 117.8587 1
173.9934 1.4452 98.7498 1
123.6107 237.5348 242.2451 1
207.9962 78.9686 248.2609 1
115.2037 114.3724 136.3699 1
120.1979 146.9541 65.6507 1
98.8954 37.0022 38.4137 1
126.8576 60.6209 18.2121 1
52.6999 123.9036 1.0813 1
104.3274 65.3010 72.2686 1
15.9962 60.2468 59.5104 1
141.7658 16.3078 206.9866 1
133.4682 112.8140 95.4848 1
208.4330 249.0527 163.9634 1
31.5509 119.4201 221.4094 1
37.9270 78.8617 238.1092 1
5.5089 173.6245 45.9089 1
1.3794 71.3605 50.9526 1
178.8249 44.3099 150.4674 1
157.4098 225.8472 198.9008 1
92.7810 110.0522 65.3919 1
230.1577 38.1483 58.9826 1
121.5069 102.6028 221.1189 1
227.0329 85.6145 245.9643 1
215.8568 180.4872 154.9060 1
244.1570 135.4751 200.4328 1
219.6561 137.5876 125.2553 1
163.5350 227.3087 67.8573 1
150.7048 231.2890 110.7525 1
195.9165 80.2051 26.4633 1
94.7406 63.4558 192.8693 1
44.1488 24.7510 240.2956 1
138.6646 168.4507 91.2952 1
60.3611 214.6591 202.4792 1
1.8784 118.3594 80.3401 1
164.2535 161.9640 107.0321 1
218.9300 43.1229 194.4970 1
52.4953 68.7254 63.4838 1
57.2594 220.2016 12.8849 1
126.6757 244.2627 74.0275 1
103.2669 105.1915 183.8264 1
206.4982 15.3500 93.0878 1
220.4487 58.4972 58.5258 1
80.6582 163.2547 10.6555 1
19.3216 91.3766 206.0885 1
32.0375 68.8040 62.1258 1
84.7402 99.7593 84.0356 1
139.8581 48.9819 150.6506 1
108.4801 128.1506 245.3067 1
44.1895 85.3200 228.3382 1
235.9404 108.4833 67.5982 1
225.6303 0.5497 151.4239 1
116.5426 217.2565 130.7631 1
174.0823 243.8108 59.4124 1
136.9013 213.0257 60.3475 1
213.7813 199.9090 125.0263 1
46.0323 221.9894 33.6385 1
54.9056 138.1375 69.1367 1
10.1328 134.0650 203.0034 1
27.9100 139.1343 52.5079 1
131.6422 115.8987 201.0787 1
33.9255 126.0636 80.8617 1
248.8586 183.5175 120.0969 1
163.8962 161.5318 140.6992 1
131.8824 110.7630 168.5049 1
132.6175 208.1526 0.7693 1
13.8718 203.7767 53.4063 1
65.9770 114.3999 237.0522 1
238.5945 107.5880 186.7204 1
116.6674 216.5961 79.2916 1
149.0547 4.4045 161.3620 1
232.3186 243.0750 84.3029 1
47.9488 107.4341 167.3077 1
206.0471 29.3182 113.9011 1
175.1475 190.5640 20.9096 1
172.3910 56.9180 33.1918 1
0.6324 227.8861 129.7334 1
164.6089 247.5817 180.0220 1
231.8878 186.8408 83.5170 1
164.3090 90.9888 30.1478 1
145.6627 68.7964 77.6038 1
235.7332 184.4181 14.0965 1
138.8936 12.0095 0.2392 1
56.9627 148.0044 53.9795 1
30.9263 32.3903 63.1376 1
91.3752 37.5399 43.0039 1
180.0244 6.5582 213.1518 1
40.2018 201.9032 141.4505 1
11.8542 23.0435 198.6348 1
240.3494 81.9952 29.6722 1
219.7385 52.1946 63.0358 1
140.9399 242.5325 148.7983 1
154.6848 145.2908 133.3289 1
98.8390 143.3685 143.7897 1
78.5473 230.1280 125.6899 1
223.4977 228.9574 228.8594 1
93.5716 34.4905 183.3231 1
163.9612 8.2395 126.0517 1
214.9909 36.2469 198.6935 1
52.2393 153.0812 73.2499 1
95.5636 5.8562 121.8399 1
49.0876 186.4493 162.1444 1
139.5385 58.6350 228.9237 1
185.6710 226.2020 238.1622 1
235.6304 140.7347 198.7058 1
74.3096 131.7384 212.5128 1
118.6459 208.6123 85.5240 1
144.0289 28.5369 7.2152 1
85.7525 168.0519 62.3614 1
33.6884 155.0439 157.1703 1
75.3731 143.9036 63.6979 1
176.9137 133.7401 105.7967 1
45.6542 46.1540 234.3224 1
136.5402 32.8448 63.2336 1
65.3565 131.2010 3.8002 1
142.6885 2.7962 20.3083 1
136.0799 177.5365 51.8525 1
102.0885 138.1656 249.0382 1
16.8620 0.1723 56.1199 1
149.9827 33.8420 176.1964 1
68.6304 213.8118 43.4955 1
32.9758 166.9152 79.3890 1
188.6388 193.6885 151.4617 1
206.9275 155.3771 188.9607 1
66.1568 203.8450 74.8954 1
116.9692 113.7826 128.7209 1
177.6456 211.1081 65.1451 1
85.0114 44.4475 180.6715 1
109.1138 90.1281 210.6746 1
245.9341 188.7401 202.4287 1
245.1982 98.9805 58.6566 1
1.1012 222.7390 150.3849 1
57.9437 84.2324 136.5589 1
97.6225 189.7575 56.8211 1
81.3174 148.5280 19.7072 1
206.4176 225.9135 130.4113 1
127.8659 19.4457 213.7779 1
49.8873 52.7836 71.4676 1
79.3512 55.3182 180.9517 1
82.4512 68.0699 225.2853 1
240.8484 241.5854 241.9097 1
88.1288 249.7692 157.9534 1
174.6527 9.4361 146.3018 1
220.9496 63.4822 158.5247 1
57.8301 5.4341 168.4480 1
154.6780 4.8798 214.9558 1
47.9986 65.0465 83.4884 1
12.9433 64.0953 206.9006 1
171.5613 211.9485 249.6325 1
59.3833 70.9129 91.4985 1
87.1411 193.9384 187.9033 1
151.2611 191.4936 238.5205 1
14.4983 89.8664 127.6404 1
201.3604 40.7388 56.7512 1
12.9631 138.6909 190.3386 1
136.8964 16.9638 17.0693 1
17.9287 158.5849 81.8252 1
84.1382 201.8978 237.2329 1
82.3285 60.0315 218.4404 1
208.6278 2.1970 224.7899 1
130.6724 16.5322 63.9275 1
34.2356 37.6515 118.1518 1
104.5298 188.9468 72.5234 1
125.2856 72.9723 120.7711 1
50.7724 4.9134 189.4534 1
178.5413 133.3849 129.0711 1
112.9628 63.7341 103.1312 1
23.2992 12.6088 101.1348 1
198.8922 41.5154 227.7899 1
182.9603 168.7037 151.9253 1
69.3938 138.3179 37.8936 1
214.4921 0.0206 149.5738 1
28.9391 16.1883 93.7319 1
94.6940 195.1343 128.9763 1
10.7162 226.9336 71.3465 1
206.5427 236.9598 191.2028 1
43.5613 89.3540 235.7436 1
66.7767 55.6707 156.2065 1
196.0836 122.9223 137.1178 1
186.1876 41.3694 234.6788 1
65.6678 153.2501 18.0720 1
169.9767 128.7706 119.0897 1
157.2069 184.4618 171.9273 1
156.2995 45.1480 178.1995 1
227.0788 183.5167 20.4342 1
153.0299 185.9896 4.4358 1
174.3651 73.3301 159.5459 1
238.1535 209.5655 199.5136 1
88.6333 61.2606 167.4568 1
83.2253 111.2265 241.7820 1
176.0220 34.0507 144.5869 1
227.7170 30.8398 1.5845 1
118.7116 162.4961 98.2957 1
216.6418 111.0883 79.4918 1
243.1572 192.0760 209.1287 1
5.9647 248.7915 96.6363 1
131.1831 239.4267 25.7998 1
4.9128 191.7402 207.9066 1
107.7238 86.4564 106.5184 1
88.9884 54.0469 165.1383 1
170.0382 180.4484 82.4953 1
82.4413 233.1956 236.9789 1
138.9347 131.7497 162.9870 1
119.8888 186.6714 204.4617 1
106.6592 153.9616 157.8499 1
77.8717 13.9882 103.5503 1
31.4926 49.7893 62.0125 1
64.8031 136.0718 172.0742 1
11.1062 70.4767 47.7108 1
123.4936 82.1064 119.9103 1
232.7757 50.1555 57.4791 1
170.1595 37.0103 195.7067 1
88.1322 135.7684 29.2416 1
129.0842 105.1735 26.5756 1
154.4881 101.9552 126.2750 1
154.9849 172.5970 216.9793 1
147.3251 141.6402 59.9413 1
89.1071 117.4628 216.7615 1
54.2289 51.0728 207.8831 1
156.4768 33.5611 195.3498 1
108.9697 153.6401 82.0231 1
38.5268 7.7238 162.9557 1
127.6960 232.9635 236.6829 1
143.4138 160.4447 18.7672 1
7.3813 165.7108 115.5209 1
39.9170 80.9445 56.1737 1
10.4669 126.6280 46.5652 1
